Season,Name,Tm,PA,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
2024,"Carlos Santana","MIN",187,0,0,0,1,0.155080213,0.117647058,0,0,0.37433155,0.35828877,0.26737968,0.25668449,0.43315508,0.31016043,2396
2024,"Tommy Pham","3 Tms",113,0,0,0,1,0.115044247,0.079646017,0,0,0.17699115,0.32743363,0.49557522,0.18584071,0.50442478,0.30973451,2967
2024,"Anthony Rizzo","NYY",95,0,0,0,1,0.189473684,0.084210526,0,0,0.27368421,0.31578947,0.41052632,0.29473684,0.48421053,0.22105263,3473
2024,"Giancarlo Stanton","NYY",121,0,0,0,1,0.173553719,0.223140495,0,0,0.31404959,0.39669421,0.2892562,0.21487603,0.32231405,0.46280992,4949
2024,"Justin Turner","2 Tms",156,0,0,0,1,0.089743589,0.07051282,0,0,0.29487179,0.37179487,0.33333333,0.18589744,0.47435897,0.33974359,5235
2024,"Freddie Freeman","LAD",174,0,0,0,1,0.028735632,0.126436781,0,0,0.21264368,0.29885057,0.48850575,0.09770115,0.5,0.40229885,5361
2024,"Jose Altuve","HOU",166,0,0,0,1,0.078313253,0.120481927,0,0,0.35542169,0.37349398,0.27108434,0.19879518,0.48192771,0.31927711,5417
2024,"Kyle Higashioka","SDP",90,0,0,0,1,0.1,0.188888888,0,0,0.46666667,0.32222222,0.21111111,0.17777778,0.36666667,0.45555556,5517
2024,"Wilmer Flores","SFG",86,0,0,0,1,0.209302325,0.046511627,0,0,0.27906977,0.41860465,0.30232558,0.36046512,0.40697674,0.23255814,5827
2024,"J.D. Martinez","NYM",123,0,0,0,1,0.073170731,0.1300813,0,0,0.16260163,0.41463415,0.42276423,0.1300813,0.42276423,0.44715447,6184
2024,"Salvador Perez","KCR",208,0,0,0,1,0.100961538,0.129807692,0,0,0.32211538,0.29326923,0.38461538,0.15865385,0.45192308,0.38942308,7304
2024,"Travis d'Arnaud","ATL",79,0,0,0,1,0.075949367,0.189873417,0,0,0.24050633,0.39240506,0.36708861,0.15189873,0.44303797,0.40506329,7739
2024,"Miguel Rojas","LAD",78,0,0,0,1,0.115384615,0.076923076,0,0,0.28205128,0.32051282,0.3974359,0.25641026,0.5,0.24358974,7802
2024,"Charlie Blackmon","COL",149,0,0,0,1,0.140939597,0.080536912,0,0,0.26174497,0.39597315,0.34228188,0.24832215,0.46979866,0.28187919,7859
2024,"Donovan Solano","SDP",72,0,0,0,1,0.083333333,0.111111111,0,0,0.18055556,0.41666667,0.40277778,0.16666667,0.45833333,0.375,8623
2024,"Paul Goldschmidt","STL",153,0,0,0,1,0.071895424,0.143790849,0,0,0.24836601,0.35294118,0.39869281,0.14379085,0.39869281,0.45751634,9218
2024,"Christian Vazquez","MIN",93,0,0,0,1,0.139784946,0.075268817,0,0,0.27956989,0.37634409,0.34408602,0.16129032,0.50537634,0.33333333,9774
2024,"Nolan Arenado","STL",193,0,0,0,1,0.155440414,0.082901554,0,0,0.34196891,0.40414508,0.25388601,0.21761658,0.53367876,0.24870466,9777
2024,"Andrew McCutchen","PIT",133,0,0,0,1,0.127819548,0.150375939,0,0,0.28571429,0.42105263,0.29323308,0.18045113,0.41353383,0.40601504,9847
2024,"Jose Iglesias","NYM",64,0,0,0,1,0.125,0.0625,0,0,0.203125,0.28125,0.515625,0.21875,0.578125,0.203125,10231
2024,"Randal Grichuk","ARI",95,0,0,0,1,0.2,0.126315789,0,0,0.29473684,0.43157895,0.27368421,0.24210526,0.37894737,0.37894737,10243
2024,"Marcell Ozuna","ATL",169,0,0,0,1,0.053254437,0.23076923,0,0,0.34319527,0.33136095,0.32544379,0.10650888,0.36094675,0.53254438,10324
2024,"Jon Singleton","HOU",103,0,0,0,1,0.058252427,0.126213592,0,0,0.22330097,0.41747573,0.3592233,0.17475728,0.46601942,0.3592233,10441
2024,"Enrique Hernandez","LAD",127,0,0,0,1,0.094488188,0.094488188,0,0,0.23622047,0.39370079,0.37007874,0.18897638,0.48031496,0.33070866,10472
2024,"Gio Urshela","2 Tms",111,0,0,0,1,0.054054054,0.081081081,0,0,0.18918919,0.38738739,0.42342342,0.18018018,0.52252252,0.2972973,10681
2024,"Jurickson Profar","SDP",176,0,0,0,1,0.079545454,0.130681818,0,0,0.27272727,0.375,0.35227273,0.22159091,0.46590909,0.3125,10815
2024,"Adam Duvall","ATL",104,0,0,0,1,0.163461538,0.096153846,0,0,0.40384615,0.32692308,0.26923077,0.28846154,0.40384615,0.30769231,10950
2024,"Whit Merrifield","2 Tms",83,0,0,0,1,0.084337349,0.048192771,0,0,0.21686747,0.36144578,0.42168675,0.22891566,0.57831325,0.19277108,11281
2024,"Yasmani Grandal","PIT",62,0,0,0,1,0.064516129,0.14516129,0,0,0.30645161,0.35483871,0.33870968,0.16129032,0.40322581,0.43548387,11368
2024,"Gary Sanchez","MIL",71,0,0,0,1,0.084507042,0.154929577,0,0,0.29577465,0.50704225,0.1971831,0.15492958,0.47887324,0.36619718,11442
2024,"Mark Canha","2 Tms",102,0,0,0,1,0.117647058,0.06862745,0,0,0.31372549,0.34313725,0.34313725,0.23529412,0.5,0.26470588,11445
2024,"Manny Machado","SDP",180,0,0,0,1,0.133333333,0.155555555,0,0,0.25,0.42222222,0.32777778,0.2,0.42777778,0.37222222,11493
2024,"Bryce Harper","PHI",164,0,0,0,1,0.042682926,0.182926829,0,0,0.20731707,0.32926829,0.46341463,0.11585366,0.48170732,0.40243902,11579
2024,"Willson Contreras","STL",76,0,0,0,1,0.157894736,0.197368421,0,0,0.23684211,0.38157895,0.38157895,0.23684211,0.36842105,0.39473684,11609
2024,"Brandon Drury","LAA",68,0,0,0,1,0.147058823,0.058823529,0,0,0.08823529,0.39705882,0.51470588,0.25,0.54411765,0.20588235,11615
2024,"Elias Diaz","2 Tms",77,0,0,0,1,0.129870129,0.077922077,0,0,0.25974026,0.37662338,0.36363636,0.19480519,0.53246753,0.27272727,11680
2024,"Nick Castellanos","PHI",182,0,0,0,1,0.043956043,0.126373626,0,0,0.23626374,0.37912088,0.38461538,0.13736264,0.5,0.36263736,11737
2024,"J.T. Realmuto","PHI",93,0,0,0,1,0.096774193,0.150537634,0,0,0.23655914,0.33333333,0.43010753,0.16129032,0.35483871,0.48387097,11739
2024,"Joc Pederson","ARI",106,0,0,0,1,0.141509433,0.216981132,0,0,0.3490566,0.40566038,0.24528302,0.19811321,0.41509434,0.38679245,11899
2024,"Max Kepler","MIN",127,0,0,0,1,0.070866141,0.062992125,0,0,0.22834646,0.36220472,0.40944882,0.17322835,0.54330709,0.28346457,12144
2024,"Nick Ahmed","3 Tms",61,0,0,0,1,0.114754098,0.032786885,0,0,0.24590164,0.47540984,0.27868852,0.24590164,0.49180328,0.26229508,12147
2024,"Eddie Rosario","2 Tms",91,0,0,0,1,0.076923076,0.109890109,0,0,0.23076923,0.28571429,0.48351648,0.12087912,0.48351648,0.3956044,12155
2024,"Xander Bogaerts","SDP",122,0,0,0,1,0.081967213,0.090163934,0,0,0.22131148,0.45901639,0.31967213,0.16393443,0.55737705,0.27868852,12161
2024,"Kevin Pillar","2 Tms",100,0,0,0,1,0.12,0.08,0,0,0.29,0.36,0.35,0.26,0.45,0.29,12434
2024,"Marcus Semien","TEX",232,0,0,0,1,0.137931034,0.099137931,0,0,0.35344828,0.34051724,0.30603448,0.20258621,0.47844828,0.31896552,12533
2024,"Eugenio Suarez","ARI",177,0,0,0,1,0.101694915,0.163841807,0,0,0.31638418,0.29943503,0.38418079,0.16949153,0.4519774,0.37853107,12552
2024,"George Springer","TOR",142,0,0,0,1,0.105633802,0.126760563,0,0,0.25352113,0.35915493,0.38732394,0.17605634,0.48591549,0.33802817,12856
2024,"James McCann","BAL",65,0,0,0,1,0.092307692,0.123076923,0,0,0.24615385,0.30769231,0.44615385,0.2,0.49230769,0.30769231,12859
2024,"Anthony Rendon","LAA",71,0,0,0,1,0.14084507,0,0,0,0.14084507,0.43661972,0.42253521,0.25352113,0.49295775,0.25352113,12861
2024,"Francisco Lindor","NYM",213,0,0,0,1,0.07511737,0.154929577,0,0,0.26760563,0.40375587,0.3286385,0.11737089,0.46478873,0.41784038,12916
2024,"Brandon Nimmo","NYM",158,0,0,0,1,0.056962025,0.14556962,0,0,0.19620253,0.35443038,0.44936709,0.14556962,0.49367089,0.36075949,12927
2024,"Javier Baez","DET",72,0,0,0,1,0.125,0.083333333,0,0,0.30555556,0.375,0.31944444,0.26388889,0.5,0.23611111,12979
2024,"Teoscar Hernandez","LAD",147,0,0,0,1,0.054421768,0.210884353,0,0,0.17006803,0.39455782,0.43537415,0.11564626,0.44217687,0.44217687,13066
2024,"Josh Bell","2 Tms",139,0,0,0,1,0.064748201,0.129496402,0,0,0.17985612,0.34532374,0.47482014,0.17266187,0.43884892,0.38848921,13145
2024,"Jorge Polanco","SEA",117,0,0,0,1,0.042735042,0.119658119,0,0,0.33333333,0.39316239,0.27350427,0.09401709,0.54700855,0.35897436,13152
2024,"Orlando Arcia","ATL",154,0,0,0,1,0.181818181,0.11038961,0,0,0.33766234,0.33116883,0.33116883,0.24675325,0.3961039,0.35714286,13185
2024,"Max Muncy","LAD",90,0,0,0,1,0.144444444,0.155555555,0,0,0.3,0.38888889,0.31111111,0.2,0.45555556,0.34444444,13301
2024,"Ildemaro Vargas","WSN",68,0,0,0,1,0.073529411,0.014705882,0,0,0.36764706,0.26470588,0.36764706,0.19117647,0.55882353,0.25,13324
2024,"Christian Walker","ARI",166,0,0,0,1,0.126506024,0.156626506,0,0,0.28915663,0.34939759,0.36144578,0.1746988,0.40963855,0.41566265,13419
2024,"Jose Ramirez","CLE",266,0,0,0,1,0.109022556,0.146616541,0,0,0.37593985,0.31578947,0.30827068,0.22180451,0.45112782,0.32706767,13510
2024,"Jesse Winker","2 Tms",108,0,0,0,1,0.12037037,0.129629629,0,0,0.21296296,0.28703704,0.5,0.30555556,0.34259259,0.35185185,13590
2024,"Patrick Wisdom","CHC",66,0,0,0,1,0.121212121,0.121212121,0,0,0.27272727,0.3030303,0.42424242,0.22727273,0.48484848,0.28787879,13602
2024,"Mookie Betts","LAD",193,0,0,0,1,0.088082901,0.098445595,0,0,0.24870466,0.40932642,0.34196891,0.19689119,0.43523316,0.36787565,13611
2024,"Ketel Marte","ARI",140,0,0,0,1,0.078571428,0.25,0,0,0.33571429,0.36428571,0.3,0.15714286,0.31428571,0.52857143,13613
2024,"Carson Kelly","2 Tms",89,0,0,0,1,0.13483146,0.101123595,0,0,0.17977528,0.42696629,0.39325843,0.28089888,0.3258427,0.39325843,13620
2024,"Jeimer Candelario","CIN",127,0,0,0,1,0.070866141,0.157480314,0,0,0.37007874,0.2992126,0.33070866,0.15748031,0.4488189,0.39370079,13621
2024,"Corey Seager","TEX",161,0,0,0,1,0.03726708,0.180124223,0,0,0.28571429,0.37267081,0.34161491,0.08074534,0.41614907,0.50310559,13624
2024,"Tyrone Taylor","NYM",95,0,0,0,1,0.168421052,0.07368421,0,0,0.23157895,0.35789474,0.41052632,0.25263158,0.42105263,0.32631579,13675
2024,"Jacob Stallings","COL",64,0,0,0,1,0.109375,0.140625,0,0,0.21875,0.421875,0.359375,0.15625,0.375,0.46875,13723
2024,"Rob Refsnyder","BOS",64,0,0,0,1,0.125,0.171875,0,0,0.234375,0.34375,0.421875,0.25,0.4375,0.3125,13770
2024,"Joey Gallo","WSN",64,0,0,0,1,0.171875,0.15625,0,0,0.359375,0.34375,0.296875,0.234375,0.390625,0.375,14128
2024,"Byron Buxton","MIN",120,0,0,0,1,0.15,0.141666666,0,0,0.3,0.39166667,0.30833333,0.2,0.48333333,0.31666667,14161
2024,"Carlos Correa","MIN",95,0,0,0,1,0.105263157,0.147368421,0,0,0.30526316,0.28421053,0.41052632,0.17894737,0.46315789,0.35789474,14162
2024,"Jorge Soler","2 Tms",164,0,0,0,1,0.140243902,0.12804878,0,0,0.22560976,0.42682927,0.34756098,0.21341463,0.40243902,0.38414634,14221
2024,"Mitch Haniger","SEA",93,0,0,0,1,0.107526881,0.129032258,0,0,0.21505376,0.33333333,0.4516129,0.13978495,0.50537634,0.35483871,14274
2024,"Matt Olson","ATL",187,0,0,0,1,0.07486631,0.155080213,0,0,0.28877005,0.35828877,0.35294118,0.14973262,0.45989305,0.39037433,14344
2024,"Joey Meneses","WSN",77,0,0,0,1,0.077922077,0.038961038,0,0,0.20779221,0.42857143,0.36363636,0.14285714,0.53246753,0.32467532,14366
2024,"Jake Cave","COL",65,0,0,0,1,0.015384615,0.107692307,0,0,0.16923077,0.38461538,0.44615385,0.10769231,0.43076923,0.46153846,14477
2024,"Anthony Santander","BAL",258,0,0,0,1,0.166666666,0.162790697,0,0,0.37984496,0.29844961,0.32170543,0.25968992,0.37984496,0.36046512,14551
2024,"Manuel Margot","MIN",106,0,0,0,1,0.113207547,0.037735849,0,0,0.14150943,0.49056604,0.36792453,0.24528302,0.5,0.25471698,14712
2024,"Kyle Farmer","MIN",76,0,0,0,1,0.039473684,0.065789473,0,0,0.23684211,0.35526316,0.40789474,0.14473684,0.56578947,0.28947368,14813
2024,"Mike Yastrzemski","SFG",138,0,0,0,1,0.115942028,0.123188405,0,0,0.37681159,0.29710145,0.32608696,0.15942029,0.47826087,0.36231884,14854
2024,"Ryan McMahon","COL",121,0,0,0,1,0.041322314,0.165289256,0,0,0.12396694,0.40495868,0.47107438,0.09090909,0.40495868,0.50413223,15112
2024,"Mitch Garver","SEA",115,0,0,0,1,0.104347826,0.12173913,0,0,0.28695652,0.43478261,0.27826087,0.17391304,0.52173913,0.30434783,15161
2024,"Jake Bauers","MIL",90,0,0,0,1,0.088888888,0.133333333,0,0,0.33333333,0.35555556,0.31111111,0.17777778,0.45555556,0.36666667,15194
2024,"Adam Frazier","KCR",73,0,0,0,1,0.06849315,0.05479452,0,0,0.26027397,0.35616438,0.38356164,0.19178082,0.50684932,0.30136986,15223
2024,"Mike Tauchman","CHC",95,0,0,0,1,0.07368421,0.07368421,0,0,0.14736842,0.32631579,0.52631579,0.12631579,0.51578947,0.35789474,15274
2024,"Jeff McNeil","NYM",147,0,0,0,1,0.108843537,0.06802721,0,0,0.32653061,0.38095238,0.29251701,0.23809524,0.46938776,0.29251701,15362
2024,"Hunter Renfroe","KCR",139,0,0,0,1,0.129496402,0.107913669,0,0,0.38848921,0.36690647,0.24460432,0.26618705,0.43165468,0.30215827,15464
2024,"J.P. Crawford","SEA",105,0,0,0,1,0.085714285,0.085714285,0,0,0.20952381,0.43809524,0.35238095,0.20952381,0.45714286,0.33333333,15491
2024,"Amed Rosario","3 Tms",72,0,0,0,1,0.111111111,0.027777777,0,0,0.13888889,0.40277778,0.45833333,0.19444444,0.52777778,0.27777778,15518
2024,"Aaron Judge","NYY",180,0,0,0,1,0.055555555,0.322222222,0,0,0.22222222,0.38333333,0.39444444,0.07222222,0.38888889,0.53888889,15640
2024,"Dominic Smith","2 Tms",78,0,0,0,1,0.038461538,0.076923076,0,0,0.17948718,0.42307692,0.3974359,0.06410256,0.51282051,0.42307692,15653
2024,"Rowdy Tellez","PIT",129,0,0,0,1,0.131782945,0.100775193,0,0,0.27131783,0.33333333,0.39534884,0.25581395,0.47286822,0.27131783,15679
2024,"Tyler O'Neill","BOS",119,0,0,0,1,0.151260504,0.25210084,0,0,0.38655462,0.3697479,0.24369748,0.18487395,0.43697479,0.37815126,15711
2024,"Miguel Andujar","OAK",83,0,0,0,1,0.144578313,0.036144578,0,0,0.18072289,0.40963855,0.40963855,0.36144578,0.45783133,0.18072289,15878
2024,"Willy Adames","MIL",219,0,0,0,1,0.114155251,0.146118721,0,0,0.25570776,0.37899543,0.3652968,0.18721461,0.43378995,0.37899543,15986
2024,"Cody Bellinger","CHC",199,0,0,0,1,0.085427135,0.090452261,0,0,0.34170854,0.31155779,0.34673367,0.18592965,0.52763819,0.28643216,15998
2024,"Trea Turner","PHI",149,0,0,0,1,0.073825503,0.140939597,0,0,0.32214765,0.31543624,0.36241611,0.14765101,0.47651007,0.37583893,16252
2024,"Michael Conforto","SFG",131,0,0,0,1,0.13740458,0.145038167,0,0,0.30534351,0.3129771,0.38167939,0.22900763,0.3740458,0.39694656,16376
2024,"Thairo Estrada","SFG",98,0,0,0,1,0.153061224,0.091836734,0,0,0.29591837,0.36734694,0.33673469,0.26530612,0.42857143,0.30612245,16426
2024,"Ryan O'Hearn","BAL",151,0,0,0,1,0.072847682,0.099337748,0,0,0.17880795,0.35099338,0.47019868,0.1589404,0.45695364,0.38410596,16442
2024,"Rhys Hoskins","MIL",148,0,0,0,1,0.135135135,0.168918918,0,0,0.40540541,0.32432432,0.27027027,0.21621622,0.39189189,0.39189189,16472
2024,"Kyle Schwarber","PHI",154,0,0,0,1,0.149350649,0.227272727,0,0,0.37662338,0.34415584,0.27922078,0.21428571,0.37012987,0.41558442,16478
2024,"Matt Chapman","SFG",190,0,0,0,1,0.163157894,0.136842105,0,0,0.27368421,0.40526316,0.32105263,0.2,0.44210526,0.35789474,16505
2024,"Isiah Kiner-Falefa","2 Tms",122,0,0,0,1,0.122950819,0.06557377,0,0,0.18032787,0.41803279,0.40163934,0.2295082,0.47540984,0.29508197,16512
2024,"Mauricio Dubon","HOU",127,0,0,0,1,0.11023622,0.023622047,0,0,0.23622047,0.2992126,0.46456693,0.28346457,0.54330709,0.17322835,16530
2024,"Danny Jansen","2 Tms",117,0,0,0,1,0.162393162,0.076923076,0,0,0.4017094,0.34188034,0.25641026,0.23076923,0.47008547,0.2991453,16535
2024,"Ozzie Albies","ATL",146,0,0,0,1,0.164383561,0.06849315,0,0,0.30821918,0.37671233,0.31506849,0.21917808,0.49315068,0.28767123,16556
2024,"Connor Joe","PIT",116,0,0,0,1,0.189655172,0.077586206,0,0,0.32758621,0.32758621,0.34482759,0.30172414,0.42241379,0.27586207,16572
2024,"Yandy Diaz","TBR",132,0,0,0,1,0.151515151,0.098484848,0,0,0.15909091,0.33333333,0.50757576,0.20454545,0.43181818,0.36363636,16578
2024,"Jose Trevino","NYY",65,0,0,0,1,0.092307692,0.107692307,0,0,0.38461538,0.26153846,0.35384615,0.16923077,0.55384615,0.27692308,16725
2024,"Jonah Heim","TEX",148,0,0,0,1,0.114864864,0.081081081,0,0,0.26351351,0.37837838,0.35810811,0.20945946,0.47972973,0.31081081,16930
2024,"Lane Thomas","2 Tms",138,0,0,0,1,0.195652173,0.101449275,0,0,0.23913043,0.34782609,0.41304348,0.29710145,0.39855072,0.30434783,16939
2024,"Gleyber Torres","NYY",185,0,0,0,1,0.086486486,0.075675675,0,0,0.12432432,0.36216216,0.51351351,0.17297297,0.51891892,0.30810811,16997
2024,"Edmundo Sosa","PHI",67,0,0,0,1,0.134328358,0.089552238,0,0,0.14925373,0.3880597,0.46268657,0.23880597,0.47761194,0.28358209,17022
2024,"Alex Verdugo","NYY",160,0,0,0,1,0.06875,0.08125,0,0,0.15,0.34375,0.50625,0.16875,0.51875,0.3125,17027
2024,"Ramon Laureano","2 Tms",71,0,0,0,1,0.042253521,0.154929577,0,0,0.22535211,0.35211268,0.42253521,0.08450704,0.47887324,0.43661972,17128
2024,"Willi Castro","MIN",154,0,0,0,1,0.071428571,0.077922077,0,0,0.24675325,0.33766234,0.41558442,0.15584416,0.5,0.34415584,17338
2024,"Rafael Devers","BOS",141,0,0,0,1,0.09929078,0.19858156,0,0,0.22695035,0.40425532,0.36879433,0.19148936,0.40425532,0.40425532,17350
2024,"Jose Siri","TBR",101,0,0,0,1,0.0990099,0.178217821,0,0,0.27722772,0.41584158,0.30693069,0.16831683,0.32673267,0.5049505,17452
2024,"Eloy Jimenez","2 Tms",73,0,0,0,1,0.136986301,0.08219178,0,0,0.1369863,0.54794521,0.31506849,0.23287671,0.39726027,0.36986301,17484
2024,"Taylor Ward","LAA",194,0,0,0,1,0.051546391,0.128865979,0,0,0.17525773,0.36082474,0.46391753,0.09793814,0.46391753,0.43814433,17548
2024,"Alex Bregman","HOU",226,0,0,0,1,0.128318584,0.110619469,0,0,0.26548673,0.31858407,0.4159292,0.25663717,0.44690265,0.29646018,17678
2024,"Kevin Newman","ARI",72,0,0,0,1,0.097222222,0.041666666,0,0,0.13888889,0.33333333,0.52777778,0.25,0.56944444,0.18055556,17696
2024,"Willie Calhoun","LAA",74,0,0,0,1,0.162162162,0.067567567,0,0,0.25675676,0.43243243,0.31081081,0.25675676,0.51351351,0.22972973,17838
2024,"Tyler Nevin","OAK",69,0,0,0,1,0.04347826,0.101449275,0,0,0.11594203,0.31884058,0.56521739,0.13043478,0.56521739,0.30434783,17893
2024,"Andrew Benintendi","CHW",162,0,0,0,1,0.074074074,0.12345679,0,0,0.28395062,0.36419753,0.35185185,0.12962963,0.46296296,0.40740741,17901
2024,"Brendan Rodgers","COL",95,0,0,0,1,0.042105263,0.136842105,0,0,0.26315789,0.32631579,0.41052632,0.15789474,0.46315789,0.37894737,17907
2024,"Ian Happ","CHC",168,0,0,0,1,0.071428571,0.136904761,0,0,0.25595238,0.36309524,0.38095238,0.1547619,0.42857143,0.41666667,17919
2024,"Cedric Mullins","BAL",168,0,0,0,1,0.154761904,0.101190476,0,0,0.32738095,0.33928571,0.33333333,0.2797619,0.4702381,0.25,17929
2024,"Ty France","2 Tms",134,0,0,0,1,0.111940298,0.097014925,0,0,0.24626866,0.31343284,0.44029851,0.1641791,0.50746269,0.32835821,17982
2024,"Tyler Stephenson","CIN",115,0,0,0,1,0.086956521,0.165217391,0,0,0.17391304,0.39130435,0.43478261,0.13043478,0.49565217,0.37391304,17988
2024,"Paul DeJong","2 Tms",134,0,0,0,1,0.149253731,0.179104477,0,0,0.2761194,0.35074627,0.37313433,0.21641791,0.41791045,0.36567164,18015
2024,"Harrison Bader","NYM",113,0,0,0,1,0.159292035,0.10619469,0,0,0.39823009,0.37168142,0.2300885,0.24778761,0.45132743,0.30088496,18030
2024,"Jake Cronenworth","SDP",170,0,0,0,1,0.064705882,0.1,0,0,0.20588235,0.35294118,0.44117647,0.18823529,0.46470588,0.34705882,18036
2024,"Dylan Moore","SEA",128,0,0,0,1,0.140625,0.0703125,0,0,0.421875,0.328125,0.25,0.1875,0.5390625,0.2734375,18042
2024,"LaMonte Wade Jr.","SFG",93,0,0,0,1,0.043010752,0.075268817,0,0,0.27956989,0.34408602,0.37634409,0.11827957,0.50537634,0.37634409,18126
2024,"Seth Brown","OAK",108,0,0,0,1,0.101851851,0.129629629,0,0,0.16666667,0.43518519,0.39814815,0.2037037,0.46296296,0.33333333,18171
2024,"Dansby Swanson","CHC",131,0,0,0,1,0.083969465,0.114503816,0,0,0.19083969,0.4351145,0.3740458,0.15267176,0.45038168,0.39694656,18314
2024,"Kyle Tucker","HOU",118,0,0,0,1,0.076271186,0.194915254,0,0,0.27966102,0.25423729,0.46610169,0.1440678,0.44067797,0.41525424,18345
2024,"Austin Riley","ATL",133,0,0,0,1,0.067669172,0.142857142,0,0,0.19548872,0.41353383,0.39097744,0.14285714,0.38345865,0.47368421,18360
2024,"Victor Robles","2 Tms",67,0,0,0,1,0.149253731,0.059701492,0,0,0.32835821,0.31343284,0.35820896,0.20895522,0.47761194,0.31343284,18363
2024,"Ryan Mountcastle","BAL",124,0,0,0,1,0.080645161,0.104838709,0,0,0.16935484,0.35483871,0.47580645,0.15322581,0.45967742,0.38709677,18373
2024,"Trent Grisham","NYY",60,0,0,0,1,0.1,0.15,0,0,0.33333333,0.4,0.26666667,0.2,0.43333333,0.36666667,18564
2024,"Luis Arraez","2 Tms",195,0,0,0,1,0.056410256,0.02051282,0,0,0.18461538,0.41025641,0.40512821,0.17948718,0.56410256,0.25641026,18568
2024,"Ke'Bryan Hayes","PIT",83,0,0,0,1,0.084337349,0.048192771,0,0,0.09638554,0.3253012,0.57831325,0.21686747,0.45783133,0.3253012,18577
2024,"Ramon Urias","BAL",85,0,0,0,1,0.152941176,0.129411764,0,0,0.22352941,0.42352941,0.35294118,0.2,0.45882353,0.34117647,18795
2024,"Andy Ibanez","DET",73,0,0,0,1,0.219178082,0.06849315,0,0,0.23287671,0.31506849,0.45205479,0.32876712,0.42465753,0.24657534,18819
2024,"Josh Naylor","CLE",167,0,0,0,1,0.107784431,0.173652694,0,0,0.26946108,0.38323353,0.34730539,0.18562874,0.46107784,0.35329341,18839
2024,"Brandon Lowe","TBR",115,0,0,0,1,0.104347826,0.173913043,0,0,0.32173913,0.37391304,0.30434783,0.15652174,0.3826087,0.46086957,18882
2024,"Leody Taveras","TEX",152,0,0,0,1,0.105263157,0.078947368,0,0,0.19078947,0.34210526,0.46710526,0.23026316,0.49342105,0.27631579,18900
2024,"Will Smith","LAD",180,0,0,0,1,0.038888888,0.105555555,0,0,0.18888889,0.38333333,0.42777778,0.08888889,0.50555556,0.40555556,19197
2024,"Lourdes Gurriel Jr.","ARI",171,0,0,0,1,0.087719298,0.105263157,0,0,0.30994152,0.33333333,0.35672515,0.21637427,0.39766082,0.38596491,19238
2024,"Pete Alonso","NYM",185,0,0,0,1,0.102702702,0.183783783,0,0,0.25405405,0.30810811,0.43783784,0.18378378,0.43783784,0.37837838,19251
2024,"Jake Fraley","CIN",89,0,0,0,1,0.11235955,0.04494382,0,0,0.24719101,0.37078652,0.38202247,0.26966292,0.50561798,0.2247191,19260
2024,"Garrett Hampson","KCR",66,0,0,0,1,0.166666666,0,0,0,0.18181818,0.33333333,0.48484848,0.27272727,0.42424242,0.3030303,19262
2024,"Adolis Garcia","TEX",175,0,0,0,1,0.12,0.137142857,0,0,0.23428571,0.32,0.44571429,0.20571429,0.39428571,0.4,19287
2024,"Randy Arozarena","2 Tms",157,0,0,0,1,0.146496815,0.127388535,0,0,0.33121019,0.35031847,0.31847134,0.20382166,0.42038217,0.37579618,19290
2024,"Nick Senzel","2 Tms",69,0,0,0,1,0.144927536,0.101449275,0,0,0.23188406,0.4057971,0.36231884,0.27536232,0.36231884,0.36231884,19293
